Gender,Country,Age_Group,Value,SAL_NAME_2021
M,UK & Ireland,55 years and over,6,South Melbourne
M,UK & Ireland,55 years and over,4,South Morang
M,UK & Ireland,55 years and over,9,South Yarra
M,UK & Ireland,55 years and over,10,Southbank
M,UK & Ireland,55 years and over,6,Springvale (Vic.)
M,UK & Ireland,55 years and over,7,Springvale South
M,UK & Ireland,55 years and over,14,St Albans Park
M,UK & Ireland,55 years and over,3,St Helena
M,UK & Ireland,55 years and over,5,St Kilda (Vic.)
M,UK & Ireland,55 years and over,3,St Kilda East
M,UK & Ireland,55 years and over,4,St Leonards (Vic.)
M,UK & Ireland,55 years and over,3,Stawell
M,UK & Ireland,55 years and over,4,Strathdale
M,UK & Ireland,55 years and over,3,Strathfieldsaye
M,UK & Ireland,55 years and over,27,Sunbury
M,UK & Ireland,55 years and over,5,Sunshine North
M,UK & Ireland,55 years and over,3,Surrey Hills
M,UK & Ireland,55 years and over,5,Swan Hill
M,UK & Ireland,55 years and over,4,Sydenham (Vic.)
M,UK & Ireland,55 years and over,3,Tallangatta
M,UK & Ireland,55 years and over,8,Tarneit
M,UK & Ireland,55 years and over,5,Taylors Hill
M,UK & Ireland,55 years and over,7,Taylors Lakes
M,UK & Ireland,55 years and over,14,Templestowe
M,UK & Ireland,55 years and over,3,The Basin (Vic.)
M,UK & Ireland,55 years and over,4,Tongala
M,UK & Ireland,55 years and over,3,Toorak
M,UK & Ireland,55 years and over,7,Torquay (Vic.)
M,UK & Ireland,55 years and over,8,Trafalgar (Vic.)
M,UK & Ireland,55 years and over,25,Traralgon
M,UK & Ireland,55 years and over,3,Trentham
M,UK & Ireland,55 years and over,5,Truganina
M,UK & Ireland,55 years and over,3,Tullamarine
M,UK & Ireland,55 years and over,5,Tyabb
M,UK & Ireland,55 years and over,4,Venus Bay (Vic.)
M,UK & Ireland,55 years and over,10,Vermont
M,UK & Ireland,55 years and over,7,Vermont South
M,UK & Ireland,55 years and over,4,Viewbank
M,UK & Ireland,55 years and over,4,Wallan
M,UK & Ireland,55 years and over,4,Wallington
M,UK & Ireland,55 years and over,5,Wandana Heights
M,UK & Ireland,55 years and over,5,Wandin North
M,UK & Ireland,55 years and over,13,Wangaratta (Vic.)
M,UK & Ireland,55 years and over,3,Wantirna
M,UK & Ireland,55 years and over,27,Wantirna South
M,UK & Ireland,55 years and over,4,Warracknabeal
M,UK & Ireland,55 years and over,18,Warragul
M,UK & Ireland,55 years and over,4,Warrandyte
M,UK & Ireland,55 years and over,6,Warranwood
M,UK & Ireland,55 years and over,15,Warrnambool
M,UK & Ireland,55 years and over,5,Wattle Glen
M,UK & Ireland,55 years and over,6,Wendouree
M,UK & Ireland,55 years and over,28,Werribee
M,UK & Ireland,55 years and over,4,Wesburn
M,UK & Ireland,55 years and over,3,West Footscray
M,UK & Ireland,55 years and over,6,West Wodonga
M,UK & Ireland,55 years and over,28,Wheelers Hill
M,UK & Ireland,55 years and over,3,Whittington
M,UK & Ireland,55 years and over,11,Whittlesea
M,UK & Ireland,55 years and over,9,Williamstown (Vic.)
M,UK & Ireland,55 years and over,5,Wodonga
M,UK & Ireland,55 years and over,14,Wonthaggi
M,UK & Ireland,55 years and over,5,Woodend (Vic.)
M,UK & Ireland,55 years and over,6,Woori Yallock
M,UK & Ireland,55 years and over,6,Wyndham Vale
M,UK & Ireland,55 years and over,5,Yarra Junction
M,UK & Ireland,55 years and over,3,Yarragon
M,UK & Ireland,55 years and over,6,Yarram
M,UK & Ireland,55 years and over,12,Yarrawonga (Vic.)
M,UK & Ireland,55 years and over,4,Yea
M,India,10_24,7,Abbotsford (Vic.)
M,India,10_24,4,Aberfeldie
M,India,10_24,67,Aintree
M,India,10_24,12,Airport West
M,India,10_24,29,Albanvale
M,India,10_24,8,Albert Park (Vic.)
M,India,10_24,35,Albion (Vic.)
M,India,10_24,41,Alfredton
M,India,10_24,4,Alphington
M,India,10_24,24,Altona Meadows
M,India,10_24,8,Altona North
M,India,10_24,3,Ararat
M,India,10_24,10,Ardeer
M,India,10_24,8,Armadale (Vic.)
M,India,10_24,28,Armstrong Creek (Vic.)
M,India,10_24,9,Ascot Vale
M,India,10_24,5,Ashburton
M,India,10_24,10,Ashwood
M,India,10_24,5,Attwood
M,India,10_24,22,Avondale Heights
M,India,10_24,7,Bacchus Marsh
M,India,10_24,19,Balaclava (Vic.)
M,India,10_24,7,Ballarat Central
M,India,10_24,3,Ballarat East
M,India,10_24,29,Balwyn
M,India,10_24,42,Balwyn North
M,India,10_24,3,Baranduda
M,India,10_24,14,Bayswater (Vic.)
M,India,10_24,11,Bayswater North
M,India,10_24,12,Bell Park
M,India,10_24,80,Belmont (Vic.)
M,India,10_24,4,Benalla
M,India,10_24,7,Bendigo
M,India,10_24,39,Bentleigh
M,India,10_24,57,Bentleigh East
M,India,10_24,111,Berwick
M,India,10_24,11,Beveridge
M,India,10_24,3,Black Hill (Vic.)
M,India,10_24,43,Blackburn
M,India,10_24,13,Blackburn North
M,India,10_24,15,Blackburn South
M,India,10_24,5,Bonbeach
M,India,10_24,10,Bonshaw (Vic.)
M,India,10_24,26,Boronia
M,India,10_24,79,Box Hill (Vic.)
M,India,10_24,41,Box Hill North
M,India,10_24,27,Box Hill South
M,India,10_24,74,Braybrook
M,India,10_24,3,Breakwater
M,India,10_24,3,Bright (Vic.)
M,India,10_24,6,Brighton East
M,India,10_24,47,Broadmeadows (Vic.)
M,India,10_24,43,Brookfield (Vic.)
M,India,10_24,4,Brooklyn (Vic.)
M,India,10_24,8,Brown Hill (Vic.)
M,India,10_24,16,Brunswick (Vic.)
M,India,10_24,3,Brunswick East
M,India,10_24,18,Brunswick West
M,India,10_24,4,Bulleen
M,India,10_24,143,Bundoora (Vic.)
M,India,10_24,14,Burnside (Vic.)
M,India,10_24,27,Burnside Heights
M,India,10_24,157,Burwood (Vic.)
M,India,10_24,67,Burwood East
M,India,10_24,13,Cairnlea
M,India,10_24,11,Camberwell (Vic.)
M,India,10_24,6,Campbellfield
M,India,10_24,10,Canadian
M,India,10_24,3,Canterbury (Vic.)
M,India,10_24,3,Capel Sound
M,India,10_24,127,Carlton (Vic.)
M,India,10_24,5,Carlton North
M,India,10_24,89,Carnegie
M,India,10_24,71,Caroline Springs
M,India,10_24,3,Carrum
M,India,10_24,20,Carrum Downs
M,India,10_24,11,Caulfield
M,India,10_24,8,Caulfield East
M,India,10_24,32,Caulfield North
M,India,10_24,7,Caulfield South
M,India,10_24,28,Chadstone
M,India,10_24,11,Charlemont
M,India,10_24,3,Chelsea
M,India,10_24,24,Cheltenham (Vic.)
M,India,10_24,4,Chirnside Park
M,India,10_24,3,Churchill (Vic.)
M,India,10_24,34,Clarinda
M,India,10_24,564,Clayton
M,India,10_24,221,Clayton South
M,India,10_24,93,Clyde (Vic.)
M,India,10_24,280,Clyde North
M,India,10_24,32,Cobblebank
M,India,10_24,6,Coburg
M,India,10_24,5,Coburg North
M,India,10_24,6,Coolaroo
M,India,10_24,33,Corio
M,India,10_24,3,Cowes
M,India,10_24,560,Craigieburn
M,India,10_24,103,Cranbourne
M,India,10_24,198,Cranbourne East
M,India,10_24,144,Cranbourne North
M,India,10_24,7,Cranbourne South
M,India,10_24,119,Cranbourne West
M,India,10_24,21,Croydon (Vic.)
M,India,10_24,9,Croydon South
M,India,10_24,17,Dallas
M,India,10_24,278,Dandenong
M,India,10_24,133,Dandenong North
M,India,10_24,4,Darley
M,India,10_24,5,Deanside
M,India,10_24,80,Deer Park
M,India,10_24,3,Delacombe
M,India,10_24,18,Delahey
M,India,10_24,30,Derrimut
M,India,10_24,19,Diggers Rest
M,India,10_24,4,Dingley Village
M,India,10_24,55,Docklands
M,India,10_24,38,Doncaster
M,India,10_24,21,Doncaster East
M,India,10_24,25,Donnybrook (Vic.)
M,India,10_24,8,Donvale
M,India,10_24,30,Doreen
M,India,10_24,48,Doveton
M,India,10_24,5,Drouin
M,India,10_24,3,East Bendigo
M,India,10_24,3,East Geelong
M,India,10_24,3,Elsternwick
M,India,10_24,8,Elwood
M,India,10_24,47,Endeavour Hills
M,India,10_24,216,Epping (Vic.)
M,India,10_24,6,Epsom (Vic.)
M,India,10_24,17,Essendon
M,India,10_24,7,Essendon North
M,India,10_24,8,Eumemmerring
M,India,10_24,3,Fairfield (Vic.)
M,India,10_24,40,Fawkner
M,India,10_24,43,Ferntree Gully
M,India,10_24,4,Fitzroy North
M,India,10_24,8,Flemington
M,India,10_24,9,Flora Hill
M,India,10_24,61,Footscray
M,India,10_24,21,Forest Hill (Vic.)
M,India,10_24,26,Frankston
M,India,10_24,8,Frankston South
M,India,10_24,66,Fraser Rise
M,India,10_24,8,Geelong
M,India,10_24,10,Geelong West
M,India,10_24,5,Gladstone Park
M,India,10_24,35,Glen Huntly
M,India,10_24,20,Glen Iris (Vic.)
M,India,10_24,197,Glen Waverley
M,India,10_24,88,Glenroy (Vic.)
M,India,10_24,3,Golden Point (Ballarat - Vic.)
M,India,10_24,8,Golden Square
M,India,10_24,4,Gowanbrae
M,India,10_24,4,Greensborough
M,India,10_24,13,Greenvale (Vic.)
M,India,10_24,48,Grovedale
M,India,10_24,3,Hadfield
M,India,10_24,27,Hallam
M,India,10_24,4,Hamlyn Heights
M,India,10_24,13,Hampton East
M,India,10_24,104,Hampton Park
M,India,10_24,29,Harkness
M,India,10_24,3,Hastings (Vic.)
M,India,10_24,63,Hawthorn (Vic.)
M,India,10_24,16,Hawthorn East
M,India,10_24,3,Heatherton
M,India,10_24,12,Heathmont
M,India,10_24,6,Heidelberg
M,India,10_24,17,Heidelberg Heights
M,India,10_24,17,Heidelberg West
M,India,10_24,3,Herne Hill (Vic.)
M,India,10_24,17,Highett
M,India,10_24,52,Highton
M,India,10_24,29,Hillside (Melton - Vic.)
M,India,10_24,209,Hoppers Crossing
M,India,10_24,11,Horsham
M,India,10_24,22,Hughesdale
M,India,10_24,6,Huntingdale (Vic.)
M,India,10_24,19,Ivanhoe (Vic.)
M,India,10_24,7,Jacana
M,India,10_24,61,Kalkallo
M,India,10_24,7,Kangaroo Flat (Vic.)
M,India,10_24,18,Keilor Downs
M,India,10_24,7,Keilor East
M,India,10_24,5,Kennington
M,India,10_24,5,Kensington (Vic.)
M,India,10_24,13,Kew (Vic.)
M,India,10_24,5,Kew East
M,India,10_24,119,Keysborough
M,India,10_24,15,Kialla
M,India,10_24,3,Kilmore
M,India,10_24,3,Kilsyth
M,India,10_24,14,Kings Park (Vic.)
M,India,10_24,43,Kingsbury
M,India,10_24,19,Knoxfield
M,India,10_24,5,Kooyong
M,India,10_24,4,Koroit
M,India,10_24,12,Kurunjang
M,India,10_24,3,Kyneton
M,India,10_24,110,Lalor
M,India,10_24,17,Lara
M,India,10_24,63,Laverton (Vic.)
M,India,10_24,3,Leongatha
M,India,10_24,8,Leopold
M,India,10_24,6,Lilydale (Vic.)
M,India,10_24,3,Little River (Vic.)
M,India,10_24,3,Longwarry
M,India,10_24,3,Lorne (Vic.)
M,India,10_24,7,Lovely Banks
M,India,10_24,4,Lucas
M,India,10_24,87,Lynbrook
M,India,10_24,83,Lyndhurst (Vic.)
M,India,10_24,12,Macleod (Vic.)
M,India,10_24,14,Maddingley
M,India,10_24,53,Maidstone
M,India,10_24,13,Malvern (Vic.)
M,India,10_24,65,Malvern East
M,India,10_24,84,Manor Lakes
M,India,10_24,29,Maribyrnong
M,India,10_24,10,Marshall
M,India,10_24,12,McKinnon
M,India,10_24,15,Meadow Heights
M,India,10_24,383,Melbourne
M,India,10_24,6,Melton (Vic.)
M,India,10_24,42,Melton South
M,India,10_24,13,Melton West
M,India,10_24,12,Mentone
M,India,10_24,122,Mernda
M,India,10_24,106,Mickleham
M,India,10_24,29,Mildura
M,India,10_24,46,Mill Park
M,India,10_24,4,Miners Rest
M,India,10_24,23,Mitcham (Vic.)
M,India,10_24,5,Mont Albert
M,India,10_24,6,Mont Albert North
M,India,10_24,9,Moonee Ponds
M,India,10_24,15,Moorabbin
M,India,10_24,21,Mooroolbark
M,India,10_24,5,Mordialloc
M,India,10_24,3,Mornington (Vic.)
M,India,10_24,18,Morwell
M,India,10_24,6,Mount Clear
M,India,10_24,18,Mount Duneed
M,India,10_24,7,Mount Helen
M,India,10_24,4,Mount Pleasant (Vic.)
M,India,10_24,112,Mount Waverley
M,India,10_24,66,Mulgrave (Vic.)
M,India,10_24,16,Murrumbeena
M,India,10_24,84,Narre Warren
M,India,10_24,6,Narre Warren North
M,India,10_24,91,Narre Warren South
M,India,10_24,15,Newcomb
M,India,10_24,6,Newington (Vic.)
M,India,10_24,10,Newport (Vic.)
M,India,10_24,9,Newtown (Greater Geelong - Vic.)
M,India,10_24,3,Niddrie
M,India,10_24,270,Noble Park
M,India,10_24,54,Noble Park North
M,India,10_24,27,Norlane
M,India,10_24,6,North Bendigo
M,India,10_24,18,North Geelong
M,India,10_24,31,North Melbourne
M,India,10_24,14,Notting Hill
M,India,10_24,32,Nunawading
M,India,10_24,13,Oak Park
M,India,10_24,23,Oakleigh
M,India,10_24,35,Oakleigh East
M,India,10_24,42,Oakleigh South
M,India,10_24,50,Officer
M,India,10_24,38,Ormond
M,India,10_24,150,Pakenham
M,India,10_24,5,Parkdale
M,India,10_24,18,Parkville (Vic.)
M,India,10_24,19,Pascoe Vale
M,India,10_24,3,Pascoe Vale South
M,India,10_24,6,Patterson Lakes
M,India,10_24,4,Pine Lodge (Vic.)
M,India,10_24,318,Point Cook
M,India,10_24,9,Port Melbourne
M,India,10_24,8,Prahran
M,India,10_24,49,Preston (Vic.)
M,India,10_24,4,Puckapunyal
M,India,10_24,8,Quarry Hill
M,India,10_24,5,Red Cliffs
M,India,10_24,4,Redan
M,India,10_24,161,Reservoir (Vic.)
M,India,10_24,12,Richmond (Vic.)
M,India,10_24,22,Ringwood (Vic.)
M,India,10_24,11,Ringwood East
M,India,10_24,4,Ringwood North
M,India,10_24,4,Ripponlea
M,India,10_24,29,Rockbank
M,India,10_24,9,Rosanna
M,India,10_24,4,Rosebud
M,India,10_24,53,Rowville
M,India,10_24,33,Roxburgh Park
M,India,10_24,7,Sale
M,India,10_24,8,Sandhurst
M,India,10_24,22,Scoresby
M,India,10_24,11,Seabrook
M,India,10_24,4,Seaholme
M,India,10_24,18,Sebastopol (Vic.)
M,India,10_24,3,Seddon (Vic.)
M,India,10_24,59,Shepparton
M,India,10_24,10,Shepparton North
M,India,10_24,5,Skye (Vic.)
M,India,10_24,4,Smythes Creek
M,India,10_24,5,South Geelong
M,India,10_24,4,South Kingsville
M,India,10_24,6,South Melbourne
M,India,10_24,121,South Morang
M,India,10_24,25,South Yarra
M,India,10_24,130,Southbank
M,India,10_24,3,Spotswood
M,India,10_24,194,Springvale (Vic.)
M,India,10_24,39,Springvale South
M,India,10_24,288,St Albans (Vic.)
M,India,10_24,33,St Kilda (Vic.)
M,India,10_24,34,St Kilda East
M,India,10_24,7,St Kilda West
M,India,10_24,3,Strathdale
M,India,10_24,5,Strathfieldsaye
M,India,10_24,3,Strathmore (Vic.)
M,India,10_24,4,Strathmore Heights
M,India,10_24,28,Strathtulloh
M,India,10_24,20,Sunbury
M,India,10_24,35,Sunshine (Vic.)
M,India,10_24,36,Sunshine North
M,India,10_24,36,Sunshine West
M,India,10_24,3,Surrey Hills
M,India,10_24,11,Swan Hill
M,India,10_24,87,Sydenham (Vic.)
M,India,10_24,1143,Tarneit
M,India,10_24,50,Taylors Hill
M,India,10_24,16,Taylors Lakes
M,India,10_24,3,Templestowe
M,India,10_24,11,Templestowe Lower
M,India,10_24,159,Thomastown
M,India,10_24,5,Thomson (Greater Geelong - Vic.)
M,India,10_24,13,Thornbury
M,India,10_24,13,Thornhill Park
M,India,10_24,14,Toorak
M,India,10_24,11,Traralgon
M,India,10_24,16,Travancore
M,India,10_24,691,Truganina
M,India,10_24,5,Tullamarine
M,India,10_24,3,Tyers
M,India,10_24,16,Vermont
M,India,10_24,26,Vermont South
M,India,10_24,3,Viewbank
M,India,10_24,31,Wallan
M,India,10_24,7,Wangaratta (Vic.)
M,India,10_24,32,Wantirna
M,India,10_24,31,Wantirna South
M,India,10_24,12,Warragul
M,India,10_24,3,Warrandyte
M,India,10_24,4,Warranwood
M,India,10_24,11,Warrnambool
M,India,10_24,7,Waterways
M,India,10_24,5,Watsonia
M,India,10_24,3,Watsonia North
M,India,10_24,34,Waurn Ponds
M,India,10_24,28,Weir Views
M,India,10_24,10,Wendouree
M,India,10_24,145,Werribee
M,India,10_24,27,West Footscray
M,India,10_24,30,West Melbourne
M,India,10_24,8,West Wodonga
M,India,10_24,3,Westmeadows
M,India,10_24,30,Wheelers Hill
M,India,10_24,10,Whittington
M,India,10_24,140,Williams Landing
M,India,10_24,4,Williamstown North
M,India,10_24,6,Windsor (Vic.)
M,India,10_24,7,Winter Valley
M,India,10_24,16,Wodonga
M,India,10_24,266,Wollert
M,India,10_24,100,Wyndham Vale
M,India,10_24,5,Yallambie
M,India,10_24,8,Yarraville
M,India,10_24,8,No usual address (Vic.)
M,India,25_44,70,Abbotsford (Vic.)
M,India,25_44,8,Aberfeldie
M,India,25_44,821,Aintree
M,India,25_44,47,Airport West
M,India,25_44,67,Albanvale
M,India,25_44,30,Albert Park (Vic.)
M,India,25_44,145,Albion (Vic.)
M,India,25_44,3,Alexandra (Vic.)
M,India,25_44,142,Alfredton
M,India,25_44,30,Alphington
M,India,25_44,49,Altona (Vic.)
M,India,25_44,184,Altona Meadows
M,India,25_44,93,Altona North
M,India,25_44,5,Apollo Bay (Vic.)
M,India,25_44,60,Ararat
M,India,25_44,54,Ardeer
M,India,25_44,4,Ardmona
M,India,25_44,90,Armadale (Vic.)
M,India,25_44,206,Armstrong Creek (Vic.)
M,India,25_44,10,Ascot (Greater Bendigo - Vic.)
M,India,25_44,85,Ascot Vale
M,India,25_44,34,Ashburton
M,India,25_44,64,Ashwood
M,India,25_44,9,Aspendale
M,India,25_44,23,Aspendale Gardens
M,India,25_44,6,Attwood
M,India,25_44,61,Avondale Heights
M,India,25_44,81,Bacchus Marsh
M,India,25_44,16,Bairnsdale
M,India,25_44,71,Balaclava (Vic.)
M,India,25_44,30,Ballarat Central
M,India,25_44,38,Ballarat East
M,India,25_44,8,Ballarat North
M,India,25_44,121,Balwyn
M,India,25_44,94,Balwyn North
M,India,25_44,6,Bannockburn (Vic.)
M,India,25_44,7,Baranduda
M,India,25_44,152,Bayswater (Vic.)
M,India,25_44,94,Bayswater North
M,India,25_44,32,Beaconsfield (Vic.)
M,India,25_44,9,Beaumaris (Vic.)
M,India,25_44,3,Beechworth
M,India,25_44,8,Belgrave
M,India,25_44,3,Belgrave Heights
M,India,25_44,68,Bell Park
M,India,25_44,23,Bell Post Hill
M,India,25_44,20,Bellfield (Banyule - Vic.)
M,India,25_44,177,Belmont (Vic.)
M,India,25_44,36,Benalla
M,India,25_44,46,Bendigo
M,India,25_44,196,Bentleigh
M,India,25_44,290,Bentleigh East
M,India,25_44,796,Berwick
M,India,25_44,136,Beveridge
M,India,25_44,5,Birchip
M,India,25_44,14,Black Hill (Vic.)
M,India,25_44,4,Black Rock (Vic.)
M,India,25_44,180,Blackburn
M,India,25_44,75,Blackburn North
M,India,25_44,91,Blackburn South
M,India,25_44,14,Bonbeach
M,India,25_44,10,Bonnie Brook
M,India,25_44,3,Bonnie Doon (Vic.)
M,India,25_44,36,Bonshaw (Vic.)
M,India,25_44,4,Boort
M,India,25_44,202,Boronia
M,India,25_44,32,Botanic Ridge
M,India,25_44,232,Box Hill (Vic.)
M,India,25_44,137,Box Hill North
M,India,25_44,129,Box Hill South
M,India,25_44,319,Braybrook
M,India,25_44,4,Breakwater
M,India,25_44,9,Briar Hill
M,India,25_44,5,Bright (Vic.)
M,India,25_44,33,Brighton (Vic.)
M,India,25_44,42,Brighton East
M,India,25_44,4,Broadford
M,India,25_44,169,Broadmeadows (Vic.)
M,India,25_44,305,Brookfield (Vic.)
M,India,25_44,37,Brooklyn (Vic.)
M,India,25_44,11,Brown Hill (Vic.)
M,India,25_44,104,Brunswick (Vic.)
M,India,25_44,54,Brunswick East
M,India,25_44,113,Brunswick West
M,India,25_44,44,Bulleen
M,India,25_44,394,Bundoora (Vic.)
M,India,25_44,91,Burnside (Vic.)
M,India,25_44,187,Burnside Heights
M,India,25_44,324,Burwood (Vic.)
M,India,25_44,158,Burwood East
M,India,25_44,80,Cairnlea
M,India,25_44,7,California Gully
M,India,25_44,137,Camberwell (Vic.)
M,India,25_44,26,Campbellfield
M,India,25_44,4,Campbells Creek
M,India,25_44,4,Camperdown (Vic.)
M,India,25_44,52,Canadian
M,India,25_44,28,Canterbury (Vic.)
M,India,25_44,9,Capel Sound
M,India,25_44,3,Cardigan
M,India,25_44,298,Carlton (Vic.)
M,India,25_44,11,Carlton North
M,India,25_44,611,Carnegie
M,India,25_44,413,Caroline Springs
M,India,25_44,11,Carrum
M,India,25_44,179,Carrum Downs
M,India,25_44,7,Casterton
M,India,25_44,19,Castlemaine
M,India,25_44,46,Caulfield
M,India,25_44,23,Caulfield East
M,India,25_44,212,Caulfield North
M,India,25_44,64,Caulfield South
M,India,25_44,195,Chadstone
M,India,25_44,65,Charlemont
M,India,25_44,5,Charlton (Vic.)
M,India,25_44,28,Chelsea
M,India,25_44,13,Chelsea Heights
M,India,25_44,194,Cheltenham (Vic.)
M,India,25_44,62,Chirnside Park
M,India,25_44,6,Churchill (Vic.)
M,India,25_44,163,Clarinda
M,India,25_44,1254,Clayton
M,India,25_44,734,Clayton South
M,India,25_44,8,Clifton Hill
M,India,25_44,717,Clyde (Vic.)
M,India,25_44,2065,Clyde North
M,India,25_44,377,Cobblebank
M,India,25_44,47,Cobram
M,India,25_44,118,Coburg
M,India,25_44,48,Coburg North
M,India,25_44,5,Cockatoo (Vic.)
M,India,25_44,5,Cohuna
M,India,25_44,23,Colac
M,India,25_44,22,Collingwood (Vic.)
M,India,25_44,7,Congupna
M,India,25_44,32,Coolaroo
M,India,25_44,3,Coomboona
M,India,25_44,124,Corio
M,India,25_44,3,Corryong
M,India,25_44,30,Cowes
M,India,25_44,3197,Craigieburn
M,India,25_44,541,Cranbourne
M,India,25_44,1346,Cranbourne East
M,India,25_44,775,Cranbourne North
M,India,25_44,42,Cranbourne South
M,India,25_44,908,Cranbourne West
M,India,25_44,3,Cremorne (Vic.)
M,India,25_44,5,Creswick
M,India,25_44,202,Croydon (Vic.)
M,India,25_44,6,Croydon Hills
M,India,25_44,34,Croydon North
M,India,25_44,35,Croydon South
M,India,25_44,19,Curlewis (Vic.)
M,India,25_44,57,Dallas
M,India,25_44,920,Dandenong
M,India,25_44,380,Dandenong North
M,India,25_44,4,Dandenong South
M,India,25_44,65,Darley
M,India,25_44,11,Daylesford
M,India,25_44,35,Deanside
M,India,25_44,8,Deepdene (Vic.)
M,India,25_44,309,Deer Park
M,India,25_44,18,Delacombe
M,India,25_44,74,Delahey
M,India,25_44,4,Dennington
M,India,25_44,193,Derrimut
M,India,25_44,5,Devon Meadows
M,India,25_44,23,Diamond Creek
M,India,25_44,150,Diggers Rest
M,India,25_44,39,Dingley Village
M,India,25_44,1061,Docklands
M,India,25_44,3,Donald
M,India,25_44,174,Doncaster
M,India,25_44,213,Doncaster East
M,India,25_44,216,Donnybrook (Vic.)
M,India,25_44,56,Donvale
M,India,25_44,392,Doreen
M,India,25_44,153,Doveton
M,India,25_44,8,Dromana
M,India,25_44,28,Drouin
M,India,25_44,3,Drysdale
M,India,25_44,10,Eaglehawk
M,India,25_44,12,Eaglemont
M,India,25_44,13,East Bendigo
M,India,25_44,12,East Geelong
M,India,25_44,13,East Melbourne
M,India,25_44,8,Eastwood (Vic.)
M,India,25_44,34,Echuca
M,India,25_44,7,Edenhope
M,India,25_44,7,Edithvale
M,India,25_44,4,Eildon
M,India,25_44,53,Elsternwick
M,India,25_44,46,Eltham (Vic.)
M,India,25_44,7,Eltham North
M,India,25_44,54,Elwood
M,India,25_44,221,Endeavour Hills
M,India,25_44,968,Epping (Vic.)
M,India,25_44,39,Epsom (Vic.)
M,India,25_44,201,Essendon
M,India,25_44,60,Essendon North
M,India,25_44,3,Essendon West
M,India,25_44,35,Eumemmerring
M,India,25_44,5,Euroa
M,India,25_44,8,Eynesbury
M,India,25_44,25,Fairfield (Vic.)
M,India,25_44,245,Fawkner
M,India,25_44,158,Ferntree Gully
M,India,25_44,21,Fitzroy (Vic.)
M,India,25_44,14,Fitzroy North
M,India,25_44,41,Flemington
M,India,25_44,19,Flora Hill
M,India,25_44,385,Footscray
M,India,25_44,82,Forest Hill (Vic.)
M,India,25_44,3,Foster
M,India,25_44,91,Frankston
M,India,25_44,19,Frankston North
M,India,25_44,15,Frankston South
M,India,25_44,336,Fraser Rise
M,India,25_44,9,Fulham (Vic.)
M,India,25_44,5,Fyansford
M,India,25_44,4,Gardenvale
M,India,25_44,4,Garfield
M,India,25_44,73,Geelong
M,India,25_44,74,Geelong West
M,India,25_44,22,Gisborne
M,India,25_44,16,Gladstone Park
M,India,25_44,326,Glen Huntly
M,India,25_44,251,Glen Iris (Vic.)
M,India,25_44,746,Glen Waverley
M,India,25_44,514,Glenroy (Vic.)
M,India,25_44,14,Golden Point (Ballarat - Vic.)
M,India,25_44,42,Golden Square
M,India,25_44,10,Gowanbrae
M,India,25_44,4,Great Western
M,India,25_44,85,Greensborough
M,India,25_44,125,Greenvale (Vic.)
M,India,25_44,146,Grovedale
M,India,25_44,62,Hadfield
M,India,25_44,138,Hallam
M,India,25_44,32,Hamilton (Vic.)
M,India,25_44,53,Hamlyn Heights
M,India,25_44,22,Hampton (Vic.)
M,India,25_44,25,Hampton East
M,India,25_44,454,Hampton Park
M,India,25_44,304,Harkness
M,India,25_44,7,Hastings (Vic.)
M,India,25_44,314,Hawthorn (Vic.)
M,India,25_44,180,Hawthorn East
M,India,25_44,6,Healesville
M,India,25_44,3,Heathcote (Vic.)
M,India,25_44,13,Heatherton
M,India,25_44,75,Heathmont
M,India,25_44,80,Heidelberg
M,India,25_44,81,Heidelberg Heights
M,India,25_44,48,Heidelberg West
M,India,25_44,29,Herne Hill (Vic.)
M,India,25_44,74,Highett
M,India,25_44,207,Highton
M,India,25_44,201,Hillside (Melton - Vic.)
M,India,25_44,3,Hmas Cerberus
M,India,25_44,4,Hopetoun (Vic.)
M,India,25_44,1013,Hoppers Crossing
M,India,25_44,51,Horsham
M,India,25_44,160,Hughesdale
M,India,25_44,40,Huntingdale (Vic.)
M,India,25_44,14,Huntly
M,India,25_44,4,Inverloch
M,India,25_44,5,Iraak
M,India,25_44,6,Ironbark (Vic.)
M,India,25_44,9,Irymple (Vic.)
M,India,25_44,86,Ivanhoe (Vic.)
M,India,25_44,7,Ivanhoe East
M,India,25_44,45,Jacana
M,India,25_44,16,Jackass Flat
M,India,25_44,5,Junortoun
M,India,25_44,5,Kalimna
M,India,25_44,564,Kalkallo
M,India,25_44,4,Kallista
M,India,25_44,61,Kangaroo Flat (Vic.)
M,India,25_44,12,Kealba
M,India,25_44,9,Keilor
M,India,25_44,60,Keilor Downs
M,India,25_44,79,Keilor East
M,India,25_44,7,Keilor Lodge
M,India,25_44,8,Keilor Park
M,India,25_44,18,Kennington
M,India,25_44,66,Kensington (Vic.)
M,India,25_44,9,Kerang
M,India,25_44,138,Kew (Vic.)
M,India,25_44,29,Kew East
M,India,25_44,478,Keysborough
M,India,25_44,117,Kialla
M,India,25_44,5,Killara (Wodonga - Vic.)
M,India,25_44,45,Kilmore
M,India,25_44,5,Kilmore East
M,India,25_44,38,Kilsyth
M,India,25_44,9,Kilsyth South
M,India,25_44,42,Kings Park (Vic.)
M,India,25_44,130,Kingsbury
M,India,25_44,32,Kingsville
M,India,25_44,66,Knoxfield
M,India,25_44,9,Koo Wee Rup
