Gender,Country of Birth,Demographic Group,Value,SAL_NAME_2021,Year,Predicted_Value
M,Australia,55 years and over,3,Tandarra,2026,4592.970333333333
M,Australia,55 years and over,17,Tangambalanga,2026,4592.970333333333
M,Australia,55 years and over,10,Tanjil South,2026,4592.970333333333
M,Australia,55 years and over,12,Taradale (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Tarnagulla,2026,4592.970333333333
M,Australia,55 years and over,87,Tarneit,2026,4592.970333333333
M,Australia,55 years and over,5,Tarraville,2026,4592.970333333333
M,Australia,55 years and over,7,Tarrawarra,2026,4592.970333333333
M,Australia,55 years and over,7,Tarrawingee,2026,4592.970333333333
M,Australia,55 years and over,5,Tarrington,2026,4592.970333333333
M,Australia,55 years and over,14,Tarwin Lower,2026,4592.970333333333
M,Australia,55 years and over,10,Tatong,2026,4592.970333333333
M,Australia,55 years and over,129,Tatura,2026,4592.970333333333
M,Australia,55 years and over,4,Tatyoon,2026,4592.970333333333
M,Australia,55 years and over,11,Tawonga,2026,4592.970333333333
M,Australia,55 years and over,28,Tawonga South,2026,4592.970333333333
M,Australia,55 years and over,8,Taylor Bay,2026,4592.970333333333
M,Australia,55 years and over,48,Taylors Hill,2026,4592.970333333333
M,Australia,55 years and over,63,Taylors Lakes,2026,4592.970333333333
M,Australia,55 years and over,22,Tecoma,2026,4592.970333333333
M,Australia,55 years and over,24,Teesdale (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Telangatuk East,2026,4592.970333333333
M,Australia,55 years and over,271,Templestowe,2026,4592.970333333333
M,Australia,55 years and over,270,Templestowe Lower,2026,4592.970333333333
M,Australia,55 years and over,6,Tennyson (Vic.),2026,4592.970333333333
M,Australia,55 years and over,78,Terang,2026,4592.970333333333
M,Australia,55 years and over,5,Terip Terip,2026,4592.970333333333
M,Australia,55 years and over,4,Tesbury,2026,4592.970333333333
M,Australia,55 years and over,48,The Basin (Vic.),2026,4592.970333333333
M,Australia,55 years and over,10,The Gurdies,2026,4592.970333333333
M,Australia,55 years and over,6,The Honeysuckles,2026,4592.970333333333
M,Australia,55 years and over,22,The Patch,2026,4592.970333333333
M,Australia,55 years and over,4,Thologolong,2026,4592.970333333333
M,Australia,55 years and over,79,Thomastown,2026,4592.970333333333
M,Australia,55 years and over,21,Thomson (Greater Geelong - Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Thoona,2026,4592.970333333333
M,Australia,55 years and over,63,Thornbury,2026,4592.970333333333
M,Australia,55 years and over,14,Thornton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,10,Thorpdale,2026,4592.970333333333
M,Australia,55 years and over,4,Three Bridges,2026,4592.970333333333
M,Australia,55 years and over,38,Timboon,2026,4592.970333333333
M,Australia,55 years and over,4,Timor West,2026,4592.970333333333
M,Australia,55 years and over,9,Tinamba,2026,4592.970333333333
M,Australia,55 years and over,11,Tolmie,2026,4592.970333333333
M,Australia,55 years and over,58,Tongala,2026,4592.970333333333
M,Australia,55 years and over,4,Tongio,2026,4592.970333333333
M,Australia,55 years and over,3,Tonimbuk,2026,4592.970333333333
M,Australia,55 years and over,4,Tooborac,2026,4592.970333333333
M,Australia,55 years and over,13,Toolamba,2026,4592.970333333333
M,Australia,55 years and over,7,Toolangi,2026,4592.970333333333
M,Australia,55 years and over,16,Toolern Vale,2026,4592.970333333333
M,Australia,55 years and over,10,Toolleen,2026,4592.970333333333
M,Australia,55 years and over,4,Toolondo,2026,4592.970333333333
M,Australia,55 years and over,3,Toolong,2026,4592.970333333333
M,Australia,55 years and over,10,Toongabbie (Vic.),2026,4592.970333333333
M,Australia,55 years and over,25,Toora (Vic.),2026,4592.970333333333
M,Australia,55 years and over,22,Tooradin,2026,4592.970333333333
M,Australia,55 years and over,335,Toorak,2026,4592.970333333333
M,Australia,55 years and over,7,Toorloo Arm,2026,4592.970333333333
M,Australia,55 years and over,69,Tootgarook,2026,4592.970333333333
M,Australia,55 years and over,286,Torquay (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Torrita,2026,4592.970333333333
M,Australia,55 years and over,6,Torrumbarry,2026,4592.970333333333
M,Australia,55 years and over,3,Tower Hill,2026,4592.970333333333
M,Australia,55 years and over,9,Towong,2026,4592.970333333333
M,Australia,55 years and over,5,Towong Upper,2026,4592.970333333333
M,Australia,55 years and over,116,Trafalgar (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Trafalgar East,2026,4592.970333333333
M,Australia,55 years and over,5,Trafalgar South,2026,4592.970333333333
M,Australia,55 years and over,499,Traralgon,2026,4592.970333333333
M,Australia,55 years and over,37,Traralgon East,2026,4592.970333333333
M,Australia,55 years and over,5,Traralgon South,2026,4592.970333333333
M,Australia,55 years and over,11,Travancore,2026,4592.970333333333
M,Australia,55 years and over,3,Trawool,2026,4592.970333333333
M,Australia,55 years and over,45,Trentham,2026,4592.970333333333
M,Australia,55 years and over,4,Tresco,2026,4592.970333333333
M,Australia,55 years and over,67,Truganina,2026,4592.970333333333
M,Australia,55 years and over,8,Tuerong,2026,4592.970333333333
M,Australia,55 years and over,66,Tullamarine,2026,4592.970333333333
M,Australia,55 years and over,14,Tungamah,2026,4592.970333333333
M,Australia,55 years and over,55,Tyabb,2026,4592.970333333333
M,Australia,55 years and over,17,Tyers,2026,4592.970333333333
M,Australia,55 years and over,7,Tynong,2026,4592.970333333333
M,Australia,55 years and over,11,Tynong North,2026,4592.970333333333
M,Australia,55 years and over,8,Tyrendarra,2026,4592.970333333333
M,Australia,55 years and over,4,Ullswater,2026,4592.970333333333
M,Australia,55 years and over,6,Ultima,2026,4592.970333333333
M,Australia,55 years and over,4,Undera,2026,4592.970333333333
M,Australia,55 years and over,3,Underbool,2026,4592.970333333333
M,Australia,55 years and over,48,Upper Ferntree Gully,2026,4592.970333333333
M,Australia,55 years and over,12,Upper Plenty,2026,4592.970333333333
M,Australia,55 years and over,4,Upper Ryans Creek,2026,4592.970333333333
M,Australia,55 years and over,62,Upwey,2026,4592.970333333333
M,Australia,55 years and over,6,Valencia Creek,2026,4592.970333333333
M,Australia,55 years and over,3,Vasey,2026,4592.970333333333
M,Australia,55 years and over,5,Vectis,2026,4592.970333333333
M,Australia,55 years and over,27,Ventnor (Vic.),2026,4592.970333333333
M,Australia,55 years and over,26,Venus Bay (Vic.),2026,4592.970333333333
M,Australia,55 years and over,235,Vermont,2026,4592.970333333333
M,Australia,55 years and over,220,Vermont South,2026,4592.970333333333
M,Australia,55 years and over,3,Victoria Valley (Vic.),2026,4592.970333333333
M,Australia,55 years and over,133,Viewbank,2026,4592.970333333333
M,Australia,55 years and over,42,Violet Town,2026,4592.970333333333
M,Australia,55 years and over,9,Waaia,2026,4592.970333333333
M,Australia,55 years and over,45,Wahgunyah,2026,4592.970333333333
M,Australia,55 years and over,5,Wahring,2026,4592.970333333333
M,Australia,55 years and over,6,Wairewa,2026,4592.970333333333
M,Australia,55 years and over,4,Waitchie,2026,4592.970333333333
M,Australia,55 years and over,9,Waldara,2026,4592.970333333333
M,Australia,55 years and over,6,Walkerville (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Wallace,2026,4592.970333333333
M,Australia,55 years and over,93,Wallan,2026,4592.970333333333
M,Australia,55 years and over,30,Wallington,2026,4592.970333333333
M,Australia,55 years and over,9,Walmer (Vic.),2026,4592.970333333333
M,Australia,55 years and over,5,Walpa,2026,4592.970333333333
M,Australia,55 years and over,8,Walpeup,2026,4592.970333333333
M,Australia,55 years and over,8,Walwa,2026,4592.970333333333
M,Australia,55 years and over,39,Wandana Heights,2026,4592.970333333333
M,Australia,55 years and over,6,Wandin East,2026,4592.970333333333
M,Australia,55 years and over,45,Wandin North,2026,4592.970333333333
M,Australia,55 years and over,21,Wandong,2026,4592.970333333333
M,Australia,55 years and over,10,Wangandary,2026,4592.970333333333
M,Australia,55 years and over,533,Wangaratta (Vic.),2026,4592.970333333333
M,Australia,55 years and over,24,Wangaratta South,2026,4592.970333333333
M,Australia,55 years and over,5,Wangoom,2026,4592.970333333333
M,Australia,55 years and over,4,Wannon,2026,4592.970333333333
M,Australia,55 years and over,178,Wantirna,2026,4592.970333333333
M,Australia,55 years and over,228,Wantirna South,2026,4592.970333333333
M,Australia,55 years and over,13,Waranga Shores,2026,4592.970333333333
M,Australia,55 years and over,40,Warburton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,6,Wargan,2026,4592.970333333333
M,Australia,55 years and over,3,Warncoort,2026,4592.970333333333
M,Australia,55 years and over,7,Warneet,2026,4592.970333333333
M,Australia,55 years and over,76,Warracknabeal,2026,4592.970333333333
M,Australia,55 years and over,442,Warragul,2026,4592.970333333333
M,Australia,55 years and over,7,Warragul South,2026,4592.970333333333
M,Australia,55 years and over,89,Warrandyte,2026,4592.970333333333
M,Australia,55 years and over,7,Warrandyte South,2026,4592.970333333333
M,Australia,55 years and over,45,Warranwood,2026,4592.970333333333
M,Australia,55 years and over,8,Warrenbayne,2026,4592.970333333333
M,Australia,55 years and over,13,Warrenheip,2026,4592.970333333333
M,Australia,55 years and over,8,Warrion,2026,4592.970333333333
M,Australia,55 years and over,786,Warrnambool,2026,4592.970333333333
M,Australia,55 years and over,3,Warrock,2026,4592.970333333333
M,Australia,55 years and over,4,Warrong,2026,4592.970333333333
M,Australia,55 years and over,3,Wartook,2026,4592.970333333333
M,Australia,55 years and over,6,Watchem,2026,4592.970333333333
M,Australia,55 years and over,5,Waterford Park,2026,4592.970333333333
M,Australia,55 years and over,11,Waterways,2026,4592.970333333333
M,Australia,55 years and over,88,Watsonia,2026,4592.970333333333
M,Australia,55 years and over,74,Watsonia North,2026,4592.970333333333
M,Australia,55 years and over,3,Wattle Bank,2026,4592.970333333333
M,Australia,55 years and over,44,Wattle Glen,2026,4592.970333333333
M,Australia,55 years and over,7,Waubra,2026,4592.970333333333
M,Australia,55 years and over,52,Waurn Ponds,2026,4592.970333333333
M,Australia,55 years and over,36,Wedderburn (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Weering,2026,4592.970333333333
M,Australia,55 years and over,10,Weerite,2026,4592.970333333333
M,Australia,55 years and over,11,Weir Views,2026,4592.970333333333
M,Australia,55 years and over,7,Wellsford,2026,4592.970333333333
M,Australia,55 years and over,4,Welshmans Reef,2026,4592.970333333333
M,Australia,55 years and over,14,Welshpool (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Wemen,2026,4592.970333333333
M,Australia,55 years and over,300,Wendouree,2026,4592.970333333333
M,Australia,55 years and over,367,Werribee,2026,4592.970333333333
M,Australia,55 years and over,41,Werribee South,2026,4592.970333333333
M,Australia,55 years and over,5,Werrimull,2026,4592.970333333333
M,Australia,55 years and over,16,Wesburn,2026,4592.970333333333
M,Australia,55 years and over,6,West Bendigo,2026,4592.970333333333
M,Australia,55 years and over,48,West Footscray,2026,4592.970333333333
M,Australia,55 years and over,22,West Melbourne,2026,4592.970333333333
M,Australia,55 years and over,258,West Wodonga,2026,4592.970333333333
M,Australia,55 years and over,55,Westmeadows,2026,4592.970333333333
M,Australia,55 years and over,4,Whanregarwen,2026,4592.970333333333
M,Australia,55 years and over,15,Wharparilla,2026,4592.970333333333
M,Australia,55 years and over,423,Wheelers Hill,2026,4592.970333333333
M,Australia,55 years and over,88,White Hills (Vic.),2026,4592.970333333333
M,Australia,55 years and over,7,Whiteheads Creek,2026,4592.970333333333
M,Australia,55 years and over,3,Whitelaw,2026,4592.970333333333
M,Australia,55 years and over,7,Whitfield (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Whitlands,2026,4592.970333333333
M,Australia,55 years and over,67,Whittington,2026,4592.970333333333
M,Australia,55 years and over,104,Whittlesea,2026,4592.970333333333
M,Australia,55 years and over,7,Whorouly,2026,4592.970333333333
M,Australia,55 years and over,4,Whorouly East,2026,4592.970333333333
M,Australia,55 years and over,5,Whroo,2026,4592.970333333333
M,Australia,55 years and over,4,Wild Dog Valley (Vic.),2026,4592.970333333333
M,Australia,55 years and over,7,Wildwood,2026,4592.970333333333
M,Australia,55 years and over,13,Willaura,2026,4592.970333333333
M,Australia,55 years and over,4,Williams Landing,2026,4592.970333333333
M,Australia,55 years and over,201,Williamstown (Vic.),2026,4592.970333333333
M,Australia,55 years and over,27,Williamstown North,2026,4592.970333333333
M,Australia,55 years and over,18,Willow Grove,2026,4592.970333333333
M,Australia,55 years and over,9,Willowmavin,2026,4592.970333333333
M,Australia,55 years and over,3,Willung South,2026,4592.970333333333
M,Australia,55 years and over,3,Wimbledon Heights,2026,4592.970333333333
M,Australia,55 years and over,54,Winchelsea,2026,4592.970333333333
M,Australia,55 years and over,3,Winchelsea South,2026,4592.970333333333
M,Australia,55 years and over,4,Windermere (Vic.),2026,4592.970333333333
M,Australia,55 years and over,45,Windsor (Vic.),2026,4592.970333333333
M,Australia,55 years and over,5,Winnindoo,2026,4592.970333333333
M,Australia,55 years and over,9,Winslow,2026,4592.970333333333
M,Australia,55 years and over,31,Winter Valley,2026,4592.970333333333
M,Australia,55 years and over,4,Winton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Wiseleigh,2026,4592.970333333333
M,Australia,55 years and over,372,Wodonga,2026,4592.970333333333
M,Australia,55 years and over,33,Wollert,2026,4592.970333333333
M,Australia,55 years and over,5,Won Wron,2026,4592.970333333333
M,Australia,55 years and over,63,Wonga Park,2026,4592.970333333333
M,Australia,55 years and over,4,Wongarra,2026,4592.970333333333
M,Australia,55 years and over,185,Wonthaggi,2026,4592.970333333333
M,Australia,55 years and over,140,Woodend (Vic.),2026,4592.970333333333
M,Australia,55 years and over,8,Woodend North,2026,4592.970333333333
M,Australia,55 years and over,7,Woodford (Vic.),2026,4592.970333333333
M,Australia,55 years and over,5,Woodleigh (Vic.),2026,4592.970333333333
M,Australia,55 years and over,10,Woodside (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Woodstock (Vic.),2026,4592.970333333333
M,Australia,55 years and over,12,Woodvale (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Woolamai,2026,4592.970333333333
M,Australia,55 years and over,7,Woolsthorpe,2026,4592.970333333333
M,Australia,55 years and over,8,Woomelang,2026,4592.970333333333
M,Australia,55 years and over,8,Wooragee,2026,4592.970333333333
M,Australia,55 years and over,4,Wooreen,2026,4592.970333333333
M,Australia,55 years and over,27,Woori Yallock,2026,4592.970333333333
M,Australia,55 years and over,3,Woorinen North,2026,4592.970333333333
M,Australia,55 years and over,11,Woorinen South,2026,4592.970333333333
M,Australia,55 years and over,4,Woorndoo,2026,4592.970333333333
M,Australia,55 years and over,4,Wuk Wuk,2026,4592.970333333333
M,Australia,55 years and over,11,Wunghnu,2026,4592.970333333333
M,Australia,55 years and over,5,Wurdiboluc,2026,4592.970333333333
M,Australia,55 years and over,26,Wurruk,2026,4592.970333333333
M,Australia,55 years and over,46,Wy Yung,2026,4592.970333333333
M,Australia,55 years and over,28,Wycheproof,2026,4592.970333333333
M,Australia,55 years and over,81,Wyndham Vale,2026,4592.970333333333
M,Australia,55 years and over,11,Wyuna (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Wyuna East,2026,4592.970333333333
M,Australia,55 years and over,6,Yabba North,2026,4592.970333333333
M,Australia,55 years and over,55,Yackandandah,2026,4592.970333333333
M,Australia,55 years and over,59,Yallambie,2026,4592.970333333333
M,Australia,55 years and over,26,Yallourn North,2026,4592.970333333333
M,Australia,55 years and over,9,Yambuk,2026,4592.970333333333
M,Australia,55 years and over,5,Yan Yean,2026,4592.970333333333
M,Australia,55 years and over,7,Yanakie,2026,4592.970333333333
M,Australia,55 years and over,4,Yandoit,2026,4592.970333333333
M,Australia,55 years and over,3,Yannathan,2026,4592.970333333333
M,Australia,55 years and over,6,Yapeen,2026,4592.970333333333
M,Australia,55 years and over,7,Yarck,2026,4592.970333333333
M,Australia,55 years and over,58,Yarra Glen,2026,4592.970333333333
M,Australia,55 years and over,61,Yarra Junction,2026,4592.970333333333
M,Australia,55 years and over,41,Yarragon,2026,4592.970333333333
M,Australia,55 years and over,4,Yarragon South,2026,4592.970333333333
M,Australia,55 years and over,72,Yarram,2026,4592.970333333333
M,Australia,55 years and over,34,Yarrambat,2026,4592.970333333333
M,Australia,55 years and over,62,Yarraville,2026,4592.970333333333
M,Australia,55 years and over,382,Yarrawonga (Vic.),2026,4592.970333333333
M,Australia,55 years and over,12,Yarroweyah,2026,4592.970333333333
M,Australia,55 years and over,83,Yea,2026,4592.970333333333
M,Australia,55 years and over,6,Yellingbo,2026,4592.970333333333
M,Australia,55 years and over,7,Yelta (Vic.),2026,4592.970333333333
M,Australia,55 years and over,6,Yendon,2026,4592.970333333333
M,Australia,55 years and over,4,Yering,2026,4592.970333333333
M,Australia,55 years and over,4,Yeungroon,2026,4592.970333333333
M,Australia,55 years and over,18,Yinnar,2026,4592.970333333333
M,Australia,55 years and over,11,Yinnar South,2026,4592.970333333333
M,Australia,55 years and over,4,Yulecart,2026,4592.970333333333
M,Australia,55 years and over,9,Yuroke,2026,4592.970333333333
M,Australia,55 years and over,3,Zeerust,2026,4592.970333333333
M,Australia,55 years and over,43,No usual address (Vic.),2026,4592.970333333333
M,Australia,55 years and over,10,Abbotsford (Vic.),2026,4592.970333333333
M,Australia,55 years and over,15,Aberfeldie,2026,4592.970333333333
M,Australia,55 years and over,5,Aireys Inlet,2026,4592.970333333333
M,Australia,55 years and over,37,Airport West,2026,4592.970333333333
M,Australia,55 years and over,20,Albert Park (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Alberton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,5,Albion (Vic.),2026,4592.970333333333
M,Australia,55 years and over,31,Alexandra (Vic.),2026,4592.970333333333
M,Australia,55 years and over,46,Alfredton,2026,4592.970333333333
M,Australia,55 years and over,4,Allansford,2026,4592.970333333333
M,Australia,55 years and over,12,Alphington,2026,4592.970333333333
M,Australia,55 years and over,53,Altona (Vic.),2026,4592.970333333333
M,Australia,55 years and over,35,Altona Meadows,2026,4592.970333333333
M,Australia,55 years and over,42,Altona North,2026,4592.970333333333
M,Australia,55 years and over,5,Amphitheatre,2026,4592.970333333333
M,Australia,55 years and over,9,Anakie,2026,4592.970333333333
M,Australia,55 years and over,36,Anglesea,2026,4592.970333333333
M,Australia,55 years and over,13,Apollo Bay (Vic.),2026,4592.970333333333
M,Australia,55 years and over,99,Ararat,2026,4592.970333333333
M,Australia,55 years and over,4,Ardeer,2026,4592.970333333333
M,Australia,55 years and over,42,Armadale (Vic.),2026,4592.970333333333
M,Australia,55 years and over,22,Armstrong Creek (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Arnold (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Arthurs Creek,2026,4592.970333333333
M,Australia,55 years and over,3,Arthurs Seat,2026,4592.970333333333
M,Australia,55 years and over,10,Ascot (Greater Bendigo - Vic.),2026,4592.970333333333
M,Australia,55 years and over,18,Ascot Vale,2026,4592.970333333333
M,Australia,55 years and over,36,Ashburton,2026,4592.970333333333
M,Australia,55 years and over,38,Ashwood,2026,4592.970333333333
M,Australia,55 years and over,22,Aspendale,2026,4592.970333333333
M,Australia,55 years and over,36,Aspendale Gardens,2026,4592.970333333333
M,Australia,55 years and over,7,Avenel,2026,4592.970333333333
M,Australia,55 years and over,22,Avoca (Vic.),2026,4592.970333333333
M,Australia,55 years and over,36,Avondale Heights,2026,4592.970333333333
M,Australia,55 years and over,4,Avonsleigh,2026,4592.970333333333
M,Australia,55 years and over,32,Bacchus Marsh,2026,4592.970333333333
M,Australia,55 years and over,4,Badger Creek,2026,4592.970333333333
M,Australia,55 years and over,70,Bairnsdale,2026,4592.970333333333
M,Australia,55 years and over,5,Balaclava (Vic.),2026,4592.970333333333
M,Australia,55 years and over,16,Ballan,2026,4592.970333333333
M,Australia,55 years and over,29,Ballarat Central,2026,4592.970333333333
M,Australia,55 years and over,85,Ballarat East,2026,4592.970333333333
M,Australia,55 years and over,50,Ballarat North,2026,4592.970333333333
M,Australia,55 years and over,17,Balnarring,2026,4592.970333333333
M,Australia,55 years and over,9,Balnarring Beach,2026,4592.970333333333
M,Australia,55 years and over,90,Balwyn,2026,4592.970333333333
M,Australia,55 years and over,114,Balwyn North,2026,4592.970333333333
M,Australia,55 years and over,4,Bamawm,2026,4592.970333333333
M,Australia,55 years and over,12,Bangholme,2026,4592.970333333333
M,Australia,55 years and over,25,Bannockburn (Vic.),2026,4592.970333333333
M,Australia,55 years and over,32,Baranduda,2026,4592.970333333333
M,Australia,55 years and over,5,Barkers Creek,2026,4592.970333333333
M,Australia,55 years and over,6,Barmah,2026,4592.970333333333
M,Australia,55 years and over,3,Barnawartha,2026,4592.970333333333
M,Australia,55 years and over,5,Barongarook West,2026,4592.970333333333
M,Australia,55 years and over,3,Barrabool,2026,4592.970333333333
M,Australia,55 years and over,31,Barwon Heads,2026,4592.970333333333
M,Australia,55 years and over,3,Batesford,2026,4592.970333333333
M,Australia,55 years and over,12,Baxter,2026,4592.970333333333
M,Australia,55 years and over,35,Bayswater (Vic.),2026,4592.970333333333
M,Australia,55 years and over,39,Bayswater North,2026,4592.970333333333
M,Australia,55 years and over,21,Beaconsfield (Vic.),2026,4592.970333333333
M,Australia,55 years and over,10,Beaconsfield Upper,2026,4592.970333333333
M,Australia,55 years and over,18,Beaufort (Vic.),2026,4592.970333333333
M,Australia,55 years and over,100,Beaumaris (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Beeac,2026,4592.970333333333
M,Australia,55 years and over,27,Beechworth,2026,4592.970333333333
M,Australia,55 years and over,10,Belgrave,2026,4592.970333333333
M,Australia,55 years and over,4,Belgrave Heights,2026,4592.970333333333
M,Australia,55 years and over,4,Belgrave South,2026,4592.970333333333
M,Australia,55 years and over,13,Bell Park,2026,4592.970333333333
M,Australia,55 years and over,12,Bell Post Hill,2026,4592.970333333333
M,Australia,55 years and over,13,Bellbrae,2026,4592.970333333333
M,Australia,55 years and over,3,Bellfield (Banyule - Vic.),2026,4592.970333333333
M,Australia,55 years and over,133,Belmont (Vic.),2026,4592.970333333333
M,Australia,55 years and over,148,Benalla,2026,4592.970333333333
M,Australia,55 years and over,43,Bendigo,2026,4592.970333333333
M,Australia,55 years and over,45,Bentleigh,2026,4592.970333333333
M,Australia,55 years and over,146,Bentleigh East,2026,4592.970333333333
M,Australia,55 years and over,5,Berriwillock,2026,4592.970333333333
M,Australia,55 years and over,184,Berwick,2026,4592.970333333333
M,Australia,55 years and over,3,Bete Bolong,2026,4592.970333333333
M,Australia,55 years and over,5,Beulah (Vic.),2026,4592.970333333333
M,Australia,55 years and over,7,Birchip,2026,4592.970333333333
M,Australia,55 years and over,3,Birdwoodton,2026,4592.970333333333
M,Australia,55 years and over,4,Birregurra,2026,4592.970333333333
M,Australia,55 years and over,17,Bittern,2026,4592.970333333333
M,Australia,55 years and over,10,Black Hill (Vic.),2026,4592.970333333333
M,Australia,55 years and over,57,Black Rock (Vic.),2026,4592.970333333333
M,Australia,55 years and over,130,Blackburn,2026,4592.970333333333
M,Australia,55 years and over,36,Blackburn North,2026,4592.970333333333
M,Australia,55 years and over,88,Blackburn South,2026,4592.970333333333
M,Australia,55 years and over,29,Blairgowrie,2026,4592.970333333333
M,Australia,55 years and over,3,Blind Bight,2026,4592.970333333333
M,Australia,55 years and over,9,Bolwarra (Vic.),2026,4592.970333333333
M,Australia,55 years and over,30,Bonbeach,2026,4592.970333333333
M,Australia,55 years and over,6,Boneo,2026,4592.970333333333
M,Australia,55 years and over,3,Bonnie Doon (Vic.),2026,4592.970333333333
M,Australia,55 years and over,20,Boort,2026,4592.970333333333
M,Australia,55 years and over,94,Boronia,2026,4592.970333333333
M,Australia,55 years and over,3,Botanic Ridge,2026,4592.970333333333
M,Australia,55 years and over,60,Box Hill (Vic.),2026,4592.970333333333
M,Australia,55 years and over,41,Box Hill North,2026,4592.970333333333
M,Australia,55 years and over,23,Box Hill South,2026,4592.970333333333
M,Australia,55 years and over,16,Braybrook,2026,4592.970333333333
M,Australia,55 years and over,4,Breakwater,2026,4592.970333333333
M,Australia,55 years and over,3,Breamlea,2026,4592.970333333333
M,Australia,55 years and over,3,Briagolong,2026,4592.970333333333
M,Australia,55 years and over,8,Briar Hill,2026,4592.970333333333
M,Australia,55 years and over,24,Bright (Vic.),2026,4592.970333333333
M,Australia,55 years and over,217,Brighton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,159,Brighton East,2026,4592.970333333333
M,Australia,55 years and over,4,Brim,2026,4592.970333333333
M,Australia,55 years and over,19,Broadford,2026,4592.970333333333
M,Australia,55 years and over,23,Broadmeadows (Vic.),2026,4592.970333333333
M,Australia,55 years and over,22,Brookfield (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Brooklyn (Vic.),2026,4592.970333333333
M,Australia,55 years and over,3,Broughton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,14,Brown Hill (Vic.),2026,4592.970333333333
M,Australia,55 years and over,22,Brunswick (Vic.),2026,4592.970333333333
M,Australia,55 years and over,14,Brunswick East,2026,4592.970333333333
M,Australia,55 years and over,26,Brunswick West,2026,4592.970333333333
M,Australia,55 years and over,5,Bruthen,2026,4592.970333333333
M,Australia,55 years and over,5,Buckrabanyule,2026,4592.970333333333
M,Australia,55 years and over,62,Bulleen,2026,4592.970333333333
M,Australia,55 years and over,5,Bullengarook,2026,4592.970333333333
M,Australia,55 years and over,93,Bundoora (Vic.),2026,4592.970333333333
M,Australia,55 years and over,14,Buninyong,2026,4592.970333333333
M,Australia,55 years and over,25,Bunyip,2026,4592.970333333333
M,Australia,55 years and over,42,Burnside (Vic.),2026,4592.970333333333
M,Australia,55 years and over,106,Burwood (Vic.),2026,4592.970333333333
M,Australia,55 years and over,72,Burwood East,2026,4592.970333333333
M,Australia,55 years and over,3,Cairnlea,2026,4592.970333333333
M,Australia,55 years and over,34,California Gully,2026,4592.970333333333
M,Australia,55 years and over,216,Camberwell (Vic.),2026,4592.970333333333
M,Australia,55 years and over,4,Campbellfield,2026,4592.970333333333
M,Australia,55 years and over,9,Campbells Creek,2026,4592.970333333333
M,Australia,55 years and over,45,Camperdown (Vic.),2026,4592.970333333333
M,Australia,55 years and over,33,Canadian,2026,4592.970333333333
M,Australia,55 years and over,3,Cannons Creek,2026,4592.970333333333
M,Australia,55 years and over,73,Canterbury (Vic.),2026,4592.970333333333
M,Australia,55 years and over,9,Cape Paterson,2026,4592.970333333333
M,Australia,55 years and over,169,Capel Sound,2026,4592.970333333333
M,Australia,55 years and over,3,Cardinia,2026,4592.970333333333
M,Australia,55 years and over,5,Cardross,2026,4592.970333333333
M,Australia,55 years and over,33,Carlton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,8,Carlton North,2026,4592.970333333333
M,Australia,55 years and over,3,Carlyle,2026,4592.970333333333
M,Australia,55 years and over,48,Carnegie,2026,4592.970333333333
M,Australia,55 years and over,8,Caroline Springs,2026,4592.970333333333
M,Australia,55 years and over,6,Carrum,2026,4592.970333333333
M,Australia,55 years and over,57,Carrum Downs,2026,4592.970333333333
M,Australia,55 years and over,26,Casterton,2026,4592.970333333333
M,Australia,55 years and over,82,Castlemaine,2026,4592.970333333333
M,Australia,55 years and over,6,Catani,2026,4592.970333333333
M,Australia,55 years and over,18,Caulfield,2026,4592.970333333333
M,Australia,55 years and over,5,Caulfield East,2026,4592.970333333333
M,Australia,55 years and over,59,Caulfield North,2026,4592.970333333333
M,Australia,55 years and over,41,Caulfield South,2026,4592.970333333333
M,Australia,55 years and over,19,Chadstone,2026,4592.970333333333
M,Australia,55 years and over,12,Charlemont,2026,4592.970333333333
M,Australia,55 years and over,13,Charlton (Vic.),2026,4592.970333333333
M,Australia,55 years and over,52,Chelsea,2026,4592.970333333333
